N,P,K,temperature,humidity,ph,rainfall,label
99.38,13.8,45.16,24.39,83.03,6.61,46.82,watermelon
42.44,66.29,21.12,29.77,59.3,7.12,74.09,blackgram
104.21,79.68,46.65,26.29,79.76,4.92,98.99,banana
74.99,46.42,43.59,25.58,78.14,6.66,170.01,jute
93.51,24.96,25.06,25.63,56.63,7.09,132.05,coffee
23.69,10.51,24.55,28.63,93.71,5.7,198.58,coconut
123.57,55.33,19.9,24.16,79.85,7.61,77.45,cotton
16.36,50.24,20.94,30.59,46.91,7.24,55.92,mothbeans
51.24,75.64,77.76,20.82,16.94,7.64,83.98,chickpea
24.19,46.88,16.34,30.09,83.73,6.42,47.33,mungbean
44.59,53.22,49.45,37.8,92.49,6.61,112.09,papaya
15.86,35.89,20.44,29.79,52.59,6.53,49.93,mothbeans
109.68,45.29,20.37,22.12,78.56,6.95,80.77,cotton
25.12,47.27,23.44,26.44,87.06,7.26,50.92,mungbean
94.16,17.11,55.3,29.64,92.75,6.22,21.82,muskmelon
71.65,87.36,53.94,25.02,80.93,6.14,104.02,banana
23.76,131.15,198.86,24.51,94.89,5.82,108.28,apple
100.61,59.29,38.76,25.54,84.24,6.95,212.08,rice
100.17,14.84,52.13,28.55,91.3,6.62,20.95,muskmelon
77.54,45.09,26.52,23.49,81.61,6.68,282.42,rice
18.07,44.47,22.06,28.26,83.57,7.2,43.26,mungbean
88.41,17.13,52.72,24.22,88.51,6.39,57.09,watermelon
124.61,52.17,19.22,25.66,73.68,6.48,81.71,cotton
39.67,69.28,82.61,19.87,17.91,7.34,78.52,chickpea
74.53,15.63,56.86,25.03,83.73,6.42,45.2,watermelon
18.98,66.62,20.98,20.27,16.05,5.65,93.13,kidneybeans
118.64,14.14,54.51,25.5,84.81,6.04,49.38,watermelon
21.76,14.75,29.97,23.9,95.66,5.96,169.65,coconut
20.41,61.23,17.01,24.76,55.54,7.57,47.91,lentil
22.02,122.01,200.94,21.25,83.56,6.66,66.45,grapes
20.19,13.39,9.92,22.17,91.88,6.71,106.03,orange
84.08,44.06,21.9,24.83,67.69,5.73,76.07,maize
83.57,42.15,44.5,24.21,84.74,6.65,215.48,rice
94.95,44.38,20.67,22.36,69.95,6.96,78.43,maize
38.67,64.79,81.54,20.12,18.52,7.07,78.76,chickpea
86.9,44.19,41.12,23.63,82.59,6.09,236.81,rice
11.03,45.7,19.63,27.4,47.28,6.56,53.35,mothbeans
85.77,49.18,55.39,25.84,81.92,6.02,196.04,rice
96.17,21.01,54.1,26.04,80.68,6.49,47.85,watermelon
24.64,13.51,33.89,29.55,93.35,6.06,187.26,coconut
75.48,52.96,22.87,20.44,59.88,5.65,90.9,maize
81.48,52.5,23.99,22.89,68.04,6.17,102.08,maize
20.54,59.66,21.44,22.18,60.26,6.76,42.77,lentil
37.94,64.88,16.26,25.99,62.43,7.16,59.71,blackgram
88.95,37.34,18.32,23.34,71.46,6.18,78.14,maize
82.9,61.53,44.36,22.95,85.9,6.24,185.25,rice
76.92,43.67,36.16,26.69,84.72,7.06,182.19,jute
28.71,15.14,30.33,27.68,96.04,6.0,179.12,coconut
15.57,49.09,23.91,29.37,51.14,6.95,49.27,mothbeans
18.85,17.22,32.34,25.42,100.0,6.01,178.26,coconut
18.62,15.88,39.44,22.16,88.06,5.96,118.33,pomegranate
87.1,43.18,26.76,24.85,63.9,5.45,112.29,maize
33.68,58.46,84.75,21.47,16.59,7.23,80.66,chickpea
89.43,15.61,45.81,25.06,83.98,6.53,42.73,watermelon
23.16,65.19,19.58,29.55,36.64,6.46,150.95,pigeonpeas
104.77,13.25,55.93,23.37,83.15,6.47,52.86,watermelon
17.52,56.9,22.82,22.41,64.57,7.08,46.7,lentil
89.03,16.35,42.09,27.82,90.36,6.52,22.68,muskmelon
92.72,52.05,34.35,22.55,83.77,5.91,254.02,rice
83.82,27.27,29.3,26.84,50.62,6.81,167.35,coffee
21.63,82.59,16.38,23.65,65.73,7.21,42.9,lentil
33.22,69.41,12.98,29.72,65.16,7.34,73.64,blackgram
105.68,13.59,57.16,27.67,91.85,6.47,23.0,muskmelon
76.62,55.72,20.34,22.78,63.75,6.18,88.49,maize
15.89,66.25,21.83,28.09,44.58,5.91,163.79,pigeonpeas
80.99,52.26,31.65,24.69,80.31,6.63,217.12,rice
16.56,49.23,22.3,24.97,54.7,7.36,47.88,mothbeans
105.74,14.42,49.54,28.2,92.81,6.18,28.46,muskmelon
101.17,15.51,51.08,27.11,90.41,6.53,21.65,muskmelon
20.9,137.15,201.09,23.3,81.87,5.71,63.61,grapes
15.54,24.8,45.61,20.87,88.53,5.61,98.61,pomegranate
90.97,19.11,50.99,22.57,86.49,6.62,50.9,watermelon
80.06,55.04,38.78,23.14,79.16,6.45,183.72,jute
133.67,41.04,23.85,26.82,73.95,6.94,77.2,cotton
119.06,37.17,16.58,27.6,81.18,6.6,83.75,cotton
35.37,64.01,17.66,28.3,63.71,7.33,61.48,blackgram
15.93,10.67,34.91,21.84,87.27,6.38,101.05,pomegranate
22.5,73.7,18.22,20.35,26.49,5.6,90.02,kidneybeans
42.57,65.5,84.93,20.68,21.98,7.53,82.71,chickpea
46.1,64.62,52.98,33.05,90.18,6.8,122.24,papaya
37.54,58.15,78.93,18.44,18.36,7.82,91.27,chickpea
81.72,19.99,53.95,26.6,86.32,6.57,55.96,watermelon
116.05,20.96,51.88,30.89,90.35,6.78,21.8,muskmelon
87.65,44.38,24.23,28.15,63.75,6.07,102.24,maize
100.37,35.44,33.6,27.23,61.93,6.41,170.03,coffee
23.86,49.76,20.97,28.62,85.39,7.42,55.51,mungbean
46.97,59.58,81.19,20.36,17.8,7.38,88.11,chickpea
41.91,61.19,48.43,33.36,95.73,6.56,143.8,papaya
102.91,29.23,24.81,26.15,63.53,7.14,170.13,coffee
81.98,45.99,37.13,22.51,82.2,6.18,218.38,rice
115.39,21.06,44.42,28.87,93.77,6.52,22.81,muskmelon
82.16,47.32,36.74,27.89,84.2,5.59,240.86,rice
83.6,46.73,42.16,24.17,76.74,6.74,199.54,jute
118.47,47.93,18.8,23.38,76.67,6.93,74.09,cotton
25.46,60.55,21.42,27.03,53.18,4.74,147.52,pigeonpeas
40.05,65.84,19.43,28.88,56.68,7.71,68.73,blackgram
96.08,20.78,51.36,28.54,92.8,6.44,20.15,muskmelon
24.37,20.02,30.7,28.12,95.11,6.21,147.31,coconut
84.97,46.03,43.24,26.65,81.6,6.31,275.68,rice
25.53,18.98,12.02,23.08,90.86,6.44,110.22,orange
19.86,24.29,27.37,32.03,45.53,5.7,96.7,mango
15.32,36.47,25.78,27.95,54.8,6.09,88.54,mango
86.48,20.01,56.12,28.07,90.02,5.91,21.76,muskmelon
88.29,31.52,41.18,25.14,77.86,6.86,244.66,rice
27.3,128.49,204.55,25.32,94.73,5.93,110.38,apple
15.67,50.14,20.77,29.94,83.13,6.71,40.21,mungbean
42.01,73.79,44.39,37.02,93.36,6.47,140.11,papaya
94.73,83.96,51.9,28.46,83.93,6.12,93.59,banana
35.8,68.63,19.51,30.2,59.46,7.34,69.24,blackgram
101.4,21.29,47.02,29.8,90.74,6.23,27.16,muskmelon
20.04,145.0,192.69,24.53,93.61,5.76,124.11,apple
19.64,17.36,31.45,25.69,97.27,6.19,203.75,coconut
53.87,56.12,50.19,31.75,92.8,7.01,161.97,papaya
25.46,65.13,14.89,25.39,57.48,5.66,144.63,pigeonpeas
96.03,45.26,28.64,24.6,80.07,5.91,194.81,jute
24.54,145.0,200.91,22.31,88.34,5.91,113.2,apple
17.52,135.76,197.14,21.01,89.95,6.37,118.92,apple
71.6,42.55,20.59,19.95,66.83,5.69,97.15,maize
27.5,42.05,21.78,28.08,85.03,6.64,43.33,mungbean
23.36,136.52,200.12,24.0,90.98,5.73,112.62,apple
20.63,82.69,18.99,25.98,64.37,7.68,36.96,lentil
17.58,133.32,191.56,26.29,84.08,6.1,65.12,grapes
95.02,47.52,48.14,20.84,77.19,6.38,245.8,rice
94.09,16.42,54.4,24.87,87.59,6.5,49.91,watermelon
24.27,68.88,21.95,27.56,66.15,6.66,50.58,lentil
17.72,131.43,204.15,19.73,95.85,6.05,112.4,apple
26.73,132.35,197.27,19.75,85.45,6.18,66.77,grapes
35.52,47.61,84.42,20.01,16.24,7.33,84.23,chickpea
78.98,43.44,18.55,21.6,66.9,6.36,77.92,maize
102.15,93.96,44.75,27.99,77.99,5.85,98.18,banana
15.45,66.09,19.98,21.3,23.27,5.55,107.13,kidneybeans
27.62,17.84,6.9,27.32,95.35,7.01,119.76,orange
16.56,36.04,30.98,29.11,55.99,6.63,94.5,mango
106.77,25.45,27.58,25.9,56.12,6.93,119.2,coffee
48.74,51.13,48.0,36.35,93.88,6.66,156.27,papaya
14.62,139.11,205.0,24.98,79.18,5.96,65.13,grapes
19.88,134.16,200.66,18.99,77.36,6.09,70.14,grapes
22.38,14.18,28.83,27.07,94.33,6.56,182.51,coconut
106.39,46.83,19.17,26.91,81.29,6.16,70.28,cotton
68.04,52.69,46.78,23.46,85.31,6.54,220.07,rice
17.69,70.73,21.41,25.93,43.83,5.74,131.57,pigeonpeas
38.83,74.92,19.05,30.91,63.83,6.79,67.06,blackgram
31.25,64.53,76.24,19.38,19.48,6.55,81.02,chickpea
20.15,66.16,18.93,21.47,71.17,7.25,50.52,lentil
25.93,81.24,20.01,22.12,24.95,5.55,98.62,kidneybeans
14.22,142.16,197.23,22.38,89.63,5.9,110.4,apple
27.38,12.62,32.27,18.8,92.35,6.74,104.42,pomegranate
20.92,16.15,40.35,21.17,90.42,5.69,96.52,pomegranate
68.2,47.76,42.16,25.56,76.57,5.98,180.0,jute
88.8,18.67,45.95,27.57,91.75,6.19,23.27,muskmelon
15.45,73.0,24.11,29.44,49.8,5.31,132.56,pigeonpeas
79.76,41.39,38.85,24.38,78.1,7.3,168.2,jute
76.04,43.86,29.7,25.48,81.5,7.18,162.98,jute
28.1,33.31,32.27,30.57,38.85,5.92,94.69,mango
17.15,18.93,46.05,21.22,92.78,6.83,116.11,pomegranate
19.69,51.0,18.4,30.64,48.82,7.83,37.22,mothbeans
34.03,71.35,24.6,27.3,57.69,7.06,67.89,blackgram
81.14,51.63,47.93,21.12,88.7,5.62,232.41,rice
13.69,61.73,15.39,27.84,70.99,7.03,51.81,lentil
36.46,56.42,21.65,27.14,63.36,7.02,67.38,blackgram
16.2,37.37,21.41,24.54,47.06,5.55,50.51,mothbeans
14.67,127.48,199.8,23.36,84.42,5.68,70.64,grapes
102.71,14.57,46.1,23.12,88.87,6.38,51.59,watermelon
25.74,53.26,24.02,27.22,86.93,6.89,45.55,mungbean
111.35,37.3,24.63,24.09,78.92,6.74,68.29,cotton
51.09,58.13,45.25,34.38,94.55,6.66,147.96,papaya
99.02,18.71,48.9,22.96,89.01,6.56,48.9,watermelon
26.82,24.27,27.78,36.5,53.62,4.85,91.31,mango
118.86,73.08,43.04,29.06,73.58,5.94,129.54,banana
17.5,66.21,18.19,15.69,23.84,5.95,115.67,kidneybeans
21.08,51.21,15.01,29.22,82.33,6.95,42.62,mungbean
104.88,15.56,57.28,30.45,93.51,6.67,24.89,muskmelon
28.83,20.98,26.0,29.66,95.56,6.05,204.77,coconut
21.36,71.49,22.9,19.44,20.07,5.48,93.52,kidneybeans
16.28,18.67,40.33,17.36,87.18,6.07,112.43,pomegranate
42.7,68.08,19.31,25.13,68.08,7.14,70.37,blackgram
40.74,66.63,18.57,31.39,66.4,7.78,62.69,blackgram
115.16,11.43,48.17,23.05,85.29,6.58,58.75,watermelon
92.65,81.06,50.06,24.52,75.99,6.1,98.7,banana
18.45,16.98,43.76,20.59,89.6,6.82,116.73,pomegranate
103.32,32.22,30.44,27.81,56.25,6.46,163.65,coffee
47.61,54.73,53.07,30.48,94.2,6.74,141.7,papaya
101.58,50.3,42.6,26.66,79.66,6.94,185.57,jute
18.5,17.2,30.22,27.8,91.89,6.03,150.02,coconut
17.69,17.57,10.88,21.07,89.18,8.32,109.51,orange
28.83,20.01,32.66,28.22,94.08,5.56,172.08,coconut
91.8,14.87,50.72,24.32,86.46,6.75,53.47,watermelon
14.87,131.6,203.21,23.37,92.82,6.18,110.17,apple
54.59,60.87,49.22,35.58,90.59,6.53,143.83,papaya
94.88,22.72,46.5,27.38,88.78,6.31,23.19,muskmelon
108.29,17.72,47.87,29.79,93.36,6.25,24.85,muskmelon
118.27,43.26,20.1,25.22,83.9,7.03,73.27,cotton
22.88,128.86,205.0,24.36,82.03,6.23,68.1,grapes
93.47,42.44,48.5,23.39,83.39,6.48,161.74,jute
76.38,39.3,41.12,25.73,82.14,6.8,170.73,jute
26.01,131.4,203.9,20.28,81.01,6.49,69.87,grapes
18.2,57.98,17.97,23.75,63.37,6.68,40.21,lentil
82.54,49.36,37.94,22.62,81.0,6.56,225.68,rice
18.11,25.41,31.84,27.3,46.43,5.94,98.44,mango
18.38,72.29,19.32,23.96,65.03,6.66,43.98,lentil
22.24,137.07,205.0,21.6,90.59,5.54,113.98,apple
27.26,48.06,18.49,27.01,81.16,6.9,51.87,mungbean
14.97,15.33,29.55,28.16,92.78,5.77,184.89,coconut
92.38,35.84,37.0,23.61,82.44,6.22,251.77,rice
95.81,37.86,13.4,23.5,63.19,5.89,93.3,maize
15.46,25.18,29.78,35.92,51.03,5.46,96.02,mango
20.64,24.96,45.22,20.43,92.15,6.11,111.68,pomegranate
115.71,52.18,21.81,22.13,76.77,6.8,86.29,cotton
20.87,61.13,15.19,24.77,63.52,7.15,45.3,lentil
107.95,22.13,51.08,28.29,88.89,6.38,27.17,muskmelon
24.23,19.33,13.67,17.49,89.74,6.68,107.21,orange
14.3,141.01,205.0,22.45,86.64,5.92,64.11,grapes
10.84,41.69,24.49,31.92,52.68,6.06,67.97,mothbeans
96.49,31.86,32.72,26.16,65.58,6.53,149.33,coffee
18.66,71.45,16.94,20.05,21.16,5.75,100.36,kidneybeans
28.05,74.67,20.75,22.19,21.96,5.7,100.63,kidneybeans
113.22,82.31,48.07,27.03,79.89,6.18,115.6,banana
99.22,17.88,52.14,25.24,92.79,6.43,49.65,watermelon
14.79,65.68,23.65,26.43,64.17,7.02,42.7,lentil
31.19,66.19,20.93,22.88,65.98,6.8,43.65,lentil
100.87,28.96,32.74,24.16,55.51,7.17,149.77,coffee
23.08,67.68,18.23,24.97,53.11,6.26,118.59,pigeonpeas
54.85,62.14,47.37,34.31,90.8,6.7,149.22,papaya
49.2,53.42,54.7,27.12,91.84,6.69,142.92,papaya
24.95,15.79,10.37,22.06,93.34,6.73,117.46,orange
24.86,43.88,22.46,26.66,89.86,6.7,44.82,mungbean
77.49,48.28,17.89,20.74,59.59,6.72,69.87,maize
111.63,23.88,51.11,29.32,94.37,6.34,25.25,muskmelon
24.83,31.01,32.37,29.63,47.73,5.28,95.2,mango
96.32,36.99,37.8,23.86,86.62,5.83,265.28,rice
44.1,66.7,20.9,28.59,64.9,7.31,86.48,blackgram
63.08,57.71,39.21,22.75,79.26,5.74,256.78,rice
63.1,36.48,23.07,28.5,70.74,6.37,91.94,maize
23.95,133.76,200.97,23.73,83.18,5.76,75.2,grapes
15.69,76.2,23.89,22.46,58.98,7.02,42.96,lentil
93.52,60.05,40.4,26.4,79.75,6.39,196.95,jute
107.23,50.79,25.52,26.39,75.77,7.24,75.09,cotton
98.16,25.06,33.61,27.86,55.36,6.75,155.52,coffee
95.59,81.49,51.93,29.03,79.4,6.46,87.51,banana
21.28,19.26,29.2,32.3,48.38,5.38,99.78,mango
117.27,15.7,56.18,27.13,82.2,6.81,47.54,watermelon
28.95,14.3,8.56,25.15,93.62,7.31,123.72,orange
97.66,18.25,47.7,25.88,87.53,6.28,54.71,watermelon
18.51,55.87,20.96,28.59,46.85,6.97,44.54,mothbeans
18.02,71.28,25.81,29.74,47.81,5.71,142.37,pigeonpeas
125.48,48.91,21.86,20.26,75.14,7.3,68.36,cotton
98.16,55.17,15.52,22.84,82.52,7.16,71.53,cotton
13.16,136.68,194.32,21.41,89.92,5.76,112.5,apple
17.86,55.55,16.65,22.57,21.21,5.59,108.3,kidneybeans
124.98,50.63,17.83,26.4,77.9,7.46,83.94,cotton
19.16,30.56,27.52,29.97,43.16,5.27,105.55,mango
71.16,48.08,40.29,21.31,83.37,6.62,263.28,rice
14.57,121.15,196.19,23.81,95.46,6.17,120.1,apple
28.84,130.63,201.01,22.32,79.36,5.48,65.38,grapes
20.04,116.97,201.02,23.12,92.57,5.01,103.84,apple
39.82,72.93,16.06,29.85,62.6,7.32,67.99,blackgram
18.79,23.16,49.66,18.92,89.54,5.69,108.66,pomegranate
46.87,56.88,49.71,33.88,92.75,6.81,139.15,papaya
61.29,41.07,22.82,19.94,64.3,6.37,73.18,maize
22.08,22.34,26.59,25.04,92.56,6.36,207.31,coconut
21.25,27.61,30.92,31.43,54.55,5.85,85.95,mango
25.07,131.98,190.38,21.88,92.39,6.27,108.73,apple
31.04,126.2,203.28,28.1,78.46,5.9,74.17,grapes
25.68,13.64,9.74,24.18,91.33,7.19,114.39,orange
20.56,23.87,40.1,18.96,92.21,6.63,95.85,pomegranate
14.32,58.68,20.88,28.06,44.42,5.87,181.27,pigeonpeas
16.14,20.28,40.7,23.67,92.04,6.41,102.12,pomegranate
89.69,86.26,46.78,27.08,85.03,6.3,111.82,banana
100.06,73.03,49.77,27.32,80.88,6.2,96.29,banana
21.16,54.88,17.67,31.32,45.55,7.78,48.22,mothbeans
34.21,63.73,17.8,26.93,61.83,6.76,65.33,blackgram
27.45,46.0,22.71,30.95,89.44,6.37,46.88,mungbean
52.38,58.46,80.12,21.02,16.64,7.48,71.6,chickpea
44.13,62.71,18.38,29.87,65.7,7.13,70.42,blackgram
96.64,31.65,29.17,27.16,52.61,6.31,151.06,coffee
124.26,50.51,23.65,25.49,79.32,6.45,93.74,cotton
19.58,25.24,30.13,37.79,54.24,6.27,97.31,mango
46.92,50.53,46.37,35.29,94.65,6.75,158.6,papaya
16.85,13.95,10.87,17.99,89.31,7.01,110.34,orange
107.61,47.11,17.02,23.95,82.05,6.88,77.27,cotton
16.73,14.71,41.32,16.45,85.72,6.35,107.99,pomegranate
17.68,140.41,198.09,25.61,85.4,5.64,67.34,grapes
87.6,74.72,53.04,26.47,76.36,5.82,104.34,banana
81.93,49.29,17.42,24.15,62.9,6.24,115.52,maize
23.9,14.86,28.99,28.82,95.2,5.39,158.12,coconut
22.53,56.68,21.7,26.1,60.01,7.78,76.42,mothbeans
19.53,25.03,33.79,31.86,47.46,5.61,101.43,mango
19.0,21.87,25.04,33.62,52.11,5.98,100.23,mango
24.36,128.69,192.85,20.65,89.38,6.2,102.1,apple
105.17,18.29,53.19,27.34,91.62,6.35,26.07,muskmelon
19.96,65.45,18.85,18.28,63.91,7.29,42.54,lentil
20.56,12.53,42.03,21.01,88.19,6.17,105.14,pomegranate
99.76,68.1,50.07,29.22,78.6,6.12,111.41,banana
25.82,138.59,204.03,20.01,91.98,5.82,110.74,apple
26.32,19.95,10.5,18.78,93.28,7.62,120.09,orange
39.74,56.66,46.21,35.28,90.14,6.69,159.36,papaya
18.71,76.95,22.65,21.81,62.1,7.28,32.14,lentil
117.45,54.98,20.04,25.95,77.07,6.82,92.28,cotton
95.8,24.97,28.02,24.87,56.95,6.6,195.88,coffee
17.19,12.82,29.46,25.96,94.7,6.21,193.62,coconut
19.35,68.18,17.25,26.52,66.92,7.24,45.08,lentil
14.1,127.39,204.73,22.65,91.53,5.87,116.12,apple
107.16,15.78,49.47,29.42,91.02,6.29,26.48,muskmelon
35.85,62.89,17.48,30.97,69.24,6.98,73.25,blackgram
42.39,67.09,16.99,29.53,58.7,7.78,60.39,blackgram
25.58,71.31,22.94,29.01,41.48,5.63,133.9,pigeonpeas
45.82,70.42,76.77,21.56,14.41,7.67,88.1,chickpea
61.95,35.61,40.24,24.12,79.59,6.66,194.66,rice
130.06,51.13,21.7,25.91,79.52,6.15,79.82,cotton
22.95,54.61,16.51,26.99,46.29,5.2,157.28,pigeonpeas
23.28,67.26,21.36,19.07,21.11,5.66,94.7,kidneybeans
76.12,66.06,17.59,26.5,71.91,6.03,91.63,maize
101.67,78.65,46.7,25.81,78.25,6.34,99.31,banana
70.71,56.51,47.87,26.03,82.34,6.53,204.01,jute
15.58,16.48,7.44,20.55,93.53,8.04,113.84,orange
49.9,55.76,51.08,37.51,91.09,6.39,156.66,papaya
14.9,21.82,28.59,28.2,91.89,5.94,180.94,coconut
23.97,46.22,19.26,30.17,49.64,5.87,49.91,mothbeans
86.86,54.41,31.21,21.23,76.18,6.29,254.14,rice
15.21,144.42,205.0,28.43,81.06,5.65,65.34,grapes
15.22,75.44,26.41,22.35,66.94,6.61,50.9,lentil
53.55,56.14,53.0,27.8,92.0,6.82,157.41,papaya
35.7,52.07,79.59,18.72,19.83,7.55,71.91,chickpea
42.26,66.77,85.63,18.82,13.25,7.8,72.85,chickpea
17.35,128.72,197.15,21.71,89.74,5.56,106.89,apple
105.12,18.95,49.73,24.21,83.15,6.85,48.38,watermelon
101.22,54.23,32.4,22.63,86.1,6.12,247.3,rice
46.86,62.3,48.6,27.85,91.55,6.49,147.94,papaya
17.5,29.81,21.47,26.67,79.45,5.85,53.28,mungbean
83.36,41.8,38.3,27.74,78.18,6.46,192.36,jute
40.02,61.24,58.95,29.05,91.93,6.2,136.58,papaya
17.77,16.26,37.94,25.54,87.97,7.13,110.12,pomegranate
26.7,140.53,198.48,20.83,93.17,6.23,117.99,apple
76.55,43.15,41.15,25.6,81.14,6.65,145.47,jute
36.98,66.45,16.9,27.64,66.34,6.72,65.31,blackgram
73.98,45.28,20.51,22.8,65.21,6.33,99.09,maize
13.44,19.34,38.9,19.11,89.4,6.55,110.67,pomegranate
32.11,63.38,15.39,23.0,52.38,4.86,142.05,pigeonpeas
101.25,14.61,51.01,26.54,94.39,6.41,23.14,muskmelon
5.05,48.56,18.43,30.89,85.56,6.34,48.1,mungbean
41.34,59.11,22.45,30.32,65.89,7.1,64.69,blackgram
67.89,42.64,42.21,26.31,83.87,6.48,183.74,jute
24.3,18.52,31.94,27.28,94.16,6.05,196.52,coconut
45.33,59.65,16.9,30.04,69.22,7.25,69.29,blackgram
96.33,41.71,14.25,25.99,79.73,6.01,83.41,cotton
89.84,15.23,55.18,25.54,86.33,6.47,44.88,watermelon
6.96,64.2,18.42,31.17,45.79,5.99,152.33,pigeonpeas
94.2,86.34,49.06,27.11,81.63,5.82,116.54,banana
27.72,128.76,200.81,23.04,93.05,5.82,121.67,apple
21.13,129.39,203.8,22.51,90.55,5.62,102.36,apple
13.59,71.16,18.33,24.57,67.59,6.41,42.28,lentil
44.86,60.55,52.42,38.99,92.19,6.59,146.06,papaya
23.37,49.6,18.67,30.01,82.12,7.04,49.33,mungbean
77.28,48.21,22.81,21.11,65.58,6.06,79.59,maize
27.18,62.67,22.24,27.21,47.71,5.85,154.54,pigeonpeas
106.43,33.03,34.75,26.05,55.83,6.29,176.85,coffee
11.19,15.77,11.95,24.55,92.31,7.19,110.31,orange
17.74,21.54,38.52,23.75,87.27,6.07,111.62,pomegranate
22.28,47.35,15.19,30.53,83.67,6.85,39.02,mungbean
88.34,34.59,25.64,27.15,52.83,6.98,191.61,coffee
93.45,58.15,37.44,21.62,81.92,6.42,263.55,rice
23.71,56.94,23.13,30.08,59.52,7.21,45.71,lentil
25.88,10.75,31.03,27.73,98.14,5.54,203.73,coconut
113.11,29.49,30.93,27.63,58.52,7.03,170.41,coffee
55.53,59.1,21.3,29.08,68.23,6.66,60.22,blackgram
28.35,72.35,17.23,23.71,46.14,5.69,159.42,pigeonpeas
23.31,124.61,203.13,23.65,79.43,6.67,71.51,grapes
80.73,15.73,51.79,25.04,84.28,6.84,51.33,watermelon
16.39,9.72,10.8,23.55,92.27,6.74,110.26,orange
77.01,47.64,30.06,23.16,83.37,6.99,223.24,rice
19.29,56.66,18.53,19.53,20.96,5.65,104.97,kidneybeans
36.15,70.46,84.0,20.03,19.18,7.58,82.91,chickpea
92.73,29.48,29.88,24.6,59.71,7.11,165.19,coffee
86.03,72.79,58.45,26.11,79.43,5.89,101.23,banana
13.34,27.8,29.49,31.42,50.14,6.83,86.72,mango
118.79,13.78,51.19,30.48,93.5,6.44,21.79,muskmelon
24.13,11.44,8.67,22.44,94.93,6.98,113.65,orange
80.95,41.71,37.57,25.05,77.41,6.37,192.82,jute
81.08,51.92,39.48,24.5,85.42,6.86,196.57,jute
100.64,15.14,48.27,26.91,92.45,6.61,21.41,muskmelon
25.24,40.18,21.66,29.43,79.77,6.73,45.59,mungbean
110.64,41.25,21.88,23.5,79.56,7.01,82.52,cotton
24.56,129.5,205.0,23.17,87.62,5.99,109.86,apple
105.74,26.84,28.22,24.79,52.89,6.81,172.2,coffee
20.83,46.92,20.62,28.63,87.89,6.98,42.1,mungbean
21.21,64.88,25.56,22.47,73.22,6.91,38.82,lentil
97.88,20.59,46.16,27.67,90.28,6.42,21.44,muskmelon
81.96,49.05,21.09,28.41,64.97,6.26,97.41,maize
19.36,68.51,22.31,26.92,66.78,6.76,49.41,lentil
21.67,15.58,30.95,29.77,95.28,6.65,159.54,coconut
40.13,82.21,79.7,17.84,13.77,6.58,67.43,chickpea
24.39,64.15,17.41,21.49,20.62,5.91,115.16,kidneybeans
104.02,31.22,29.52,26.02,58.75,6.83,154.49,coffee
97.49,93.49,47.18,25.82,80.2,5.98,110.76,banana
16.05,43.32,23.25,25.5,51.12,6.82,52.09,mothbeans
100.54,16.67,53.51,25.48,79.93,6.42,45.94,watermelon
95.55,66.52,49.4,23.85,81.46,5.71,105.91,banana
55.43,51.75,21.03,28.79,62.75,6.91,62.35,blackgram
116.28,27.07,31.67,25.32,53.74,7.02,138.4,coffee
26.79,54.04,20.43,23.16,52.66,5.75,157.89,pigeonpeas
82.93,47.94,42.38,26.71,78.59,6.44,187.22,jute
41.31,70.83,13.96,28.82,64.08,7.18,74.96,blackgram
24.59,135.06,199.31,22.67,89.79,6.27,71.25,grapes
27.92,127.71,195.66,25.64,81.82,6.25,65.98,grapes
46.1,47.51,48.68,26.74,90.76,6.4,150.28,papaya
20.84,21.53,28.07,30.05,46.64,6.14,99.56,mango
21.06,52.7,18.71,29.02,55.95,7.07,44.59,mothbeans
82.93,42.0,49.33,24.55,78.73,6.66,211.83,rice
18.03,77.61,16.23,21.73,20.9,5.64,117.76,kidneybeans
22.43,143.82,205.0,23.36,82.77,5.7,69.01,grapes
97.69,16.8,43.36,26.07,84.93,6.98,46.1,watermelon
22.57,14.63,11.65,25.68,88.85,6.77,104.51,orange
107.4,48.29,29.46,25.15,88.01,7.13,75.36,cotton
16.14,60.8,21.03,20.0,21.68,5.55,102.44,kidneybeans
6.54,64.54,21.66,30.7,45.32,5.59,172.58,pigeonpeas
22.95,82.3,16.96,26.8,50.6,5.77,129.85,pigeonpeas
51.12,76.77,82.91,18.56,14.88,7.15,88.81,chickpea
19.06,22.43,40.49,25.92,86.5,6.25,106.74,pomegranate
22.15,144.14,191.82,29.61,82.24,5.97,68.81,grapes
28.18,19.64,30.21,27.6,91.79,5.83,185.01,coconut
124.92,86.47,49.37,27.91,84.13,5.77,99.38,banana
15.5,23.56,39.61,17.36,86.6,6.33,100.52,pomegranate
91.27,45.12,34.47,28.75,82.48,6.41,235.6,rice
96.96,81.78,57.81,28.43,85.01,6.18,98.91,banana
97.03,75.81,47.59,27.4,77.22,5.85,100.47,banana
111.54,77.58,42.51,30.47,77.41,5.68,113.43,banana
112.32,38.07,19.81,22.43,76.63,6.61,100.28,cotton
102.53,18.72,55.79,27.03,83.58,6.47,54.16,watermelon
14.68,48.7,18.08,26.98,81.48,6.83,44.31,mungbean
23.14,33.07,29.91,37.7,44.17,6.08,101.7,mango
26.45,23.46,45.6,21.85,90.9,6.7,116.86,pomegranate
